time,block,supply,fees,new_supply,new_fees,no_users,no_miners,no_transactions,no_auto_transactions,curr_transacted,curr_auto_transacted,new_users,new_miners,new_transactions,new_auto_transactions,new_curr_transacted,new_curr_auto_transacted,no_users_sunk,no_miners_sunk,curr_sunk,new_users_sunk,new_miners_sunk,new_curr_sunk,miner_wealth,user_wealth,ns_alltime_user_wealth,ns_alltime_miner_wealth,alltime_miner_wealth,alltime_user_wealth,ns_miner_wealth,ns_user_wealth,ns_pureuser_wealth,pureuser_wealth,transformed_user_to_miner,lost_track
2011-02-22,109792,5489600.0,65.20609982999939,10550.0,0.25546822,55502,38750,136304.0,39675.0,20637910.68668272,1.2084183480254307e-12,429,13,1926.0,24.0,173999.29999999952,-4.547673002064379e-13,43313,33456,1694408.2145212803,317,10,759.65546821989119,3526536.7847182965,1963063.2151840525,1884063.5110285224,1911128.2744024463,3582927.3104543565,1906672.6894479925,1854737.7486663864,1940454.0367645824,1940454.0367645824,1963063.2151840525,57151,2.4040888765299973e-10
2011-02-23,110035,5501750.0,65.57395359999944,12150.0,0.3678537700000001,55872,38767,138230.0,39699.0,20811909.98668272,7.536510478189928e-13,370,17,2002.0,20.0,182808.63999999958,2.7755575615628914e-17,43563,33470,1695236.2645212803,250,14,828.05000000004657,3530655.7447182969,1971094.255184052,1891187.1510285225,1915326.5844024469,3587825.620454357,1913924.379447992,1858156.708666387,1948357.0267645824,1948357.0267645824,1971094.2551840525,57282,2.3444323433443715e-10
2011-02-24,110242,5512100.0,65.74164831999948,10350.0,0.16769472,56192,38784,140232.0,39719.0,20994718.62668272,7.536788033946085e-13,320,17,1882.0,21.0,153758.24048576,-5.204170427930421e-18,43768,33478,1695749.0445212803,205,8,512.78000000002794,3535938.7619272573,1976161.2379750935,1897879.8538195628,1918471.1016114072,3591370.1376633169,1920729.8622390339,1863039.7258753476,1953311.2295556224,1953311.2295556222,1976161.2379750921,57381,2.2787436735629663e-10
2011-02-25,110467,5523350.0,66.15261983999956,11250.0,0.41097152000000003,56532,38801,142114.0,39740.0,21148476.867168482,7.536735992241805e-13,340,17,1818.0,13.0,109998.45818048027,-1.7078352620991666e-14,44012,33488,1696370.1045212804,244,10,621.06000000005588,3537462.0147182983,1985887.9851840525,1908059.5928480425,1918920.3025829284,3592319.3386348384,1931030.6612675125,1864062.9786663887,1962916.9167645823,1962916.916764582,1985887.9851840523,57493,2.2196681166166799e-10
2011-02-26,110743,5537150.0,66.7131155899996,13800.0,0.5604957500000001,56962,38820,143932.0,39753.0,21258475.325348962,7.365952466031889e-13,430,19,1647.0,21.0,112999.77000999007,2.5387678070920572e-14,44317,33506,1697301.0945212804,305,18,930.98999999999069,3534738.9752124404,2002411.0246899123,1920627.4528480421,1919221.45258293,3593520.4886348397,1943629.511267513,1860439.9391605302,1979408.9662704419,1979408.9662704421,2002411.0246899123,57635,2.228193550444411e-10
2011-02-27,110987,5549350.0,67.79311558999976,12200.0,1.08,57280,38846,145579.0,39774.0,21371475.095358953,7.619829246741094e-13,318,26,2008.0,33.0,127651.50903726999,2.160771561676711e-14,44544,33519,1698063.0545212803,227,13,761.95999999996275,3537967.4547266825,2011382.5451756711,1929184.9433338018,1922102.0020971722,3597051.0481490819,1952298.9517532717,1863018.4086747724,1988268.5367562016,1988268.5367562021,2011382.5451756718,57754,2.239888587744108e-10
2011-02-28,111137,5556850.0,68.36756935999979,7500.0,0.57445377,57592,38855,147587.0,39807.0,21499126.604396224,7.835906402908766e-13,312,9,1533.0,29.0,78603.97735008004,2.83176260218454e-14,44754,33525,1698692.2945212803,210,6,629.23999999999069,3511985.0673766043,2044864.9325257521,1963315.6806838824,1894842.0247470941,3570091.4307990037,1986758.5691033527,1836735.6613246943,2021422.0441062823,2021422.0441062821,2044864.9325257516,57822,2.2480686936423114e-10
2011-03-01,111267,5563350.0,68.73312312999991,6500.0,0.3655537699999999,58436,38844,149120.0,39836.0,21577730.581746303,8.119082663127219e-13,844,-11,2515.0,87.0,901274.0598000081,6.392456008974534e-15,45339,33534,1699189.2245212803,585,9,496.92999999993481,3339348.9050766081,2224001.094825753,2138315.7629838819,1725845.012447098,3401544.4284990081,2161805.571403353,1663649.4890246983,2200511.2864062819,2200511.2864062819,2224001.0948257516,57890,2.2714730107280192e-10
2011-03-02,111435,5571750.0,69.14562313000003,8400.0,0.41249999999999987,58819,38847,151635.0,39923.0,22479004.64154631,8.183007223216965e-13,383,3,1825.0,17.0,2302721.6500955634,8.89913143176102e-16,45596,33539,1699825.3756212802,257,5,636.15109999990091,3337591.0828325497,2234158.9170698114,2147440.0752279419,1724484.5491030389,3400433.9762549493,2171316.0236474117,1661641.6556806392,2210282.9686503415,2210282.968650342,2234158.9170698118,57970,2.275501784570332e-10
2011-03-03,111621,5581050.0,76.19252312999994,9300.0,7.04689999999999,59292,38868,153460.0,39940.0,24781726.291641872,8.191906354648726e-13,473,21,2963.0,51.0,77385.47079414075,6.789707684973223e-15,45918,33545,1700289.3465212802,322,6,463.97090000007302,3345257.3107325523,2235792.6891698116,2149444.5084279422,1731316.1450030422,3407565.6229549525,2173484.3769474113,1669007.8327806427,2211752.8206503419,2211752.8206503419,2235792.689169812,58054,2.2753129932591888e-10
2011-03-04,111842,5592100.0,76.92332313000003,11050.0,0.7308,59541,38881,156423.0,39991.0,24859111.762436014,8.259803431498458e-13,249,13,1756.0,12.0,151857.60714288978,0.0,46092,33560,1701074.8265212802,174,15,785.47999999998137,3351322.9771824838,2240777.022719882,2154242.6418780121,1736782.5315529737,3413782.0195048838,2178317.9803974819,1674323.4892305736,2216701.6842004121,2216701.6842004126,2240777.0227198824,58187,2.295825215279945e-10
2011-03-05,112119,5605950.0,79.37642315000018,13850.0,2.4531000199999995,59814,38879,158179.0,40003.0,25010969.3695789,8.259803431498458e-13,273,-2,1746.0,21.0,70250.36192090015,-7.112366251504909e-17,46295,33568,1701548.5065212804,203,8,473.68000000016764,3345513.9376824857,2260436.0622198819,2174080.1313780118,1730321.362052975,3407720.8800048851,2198229.1198974825,1668114.4197305753,2236287.0737004117,2236287.0737004122,2260436.0622198819,58381,2.2902155562530232e-10
2011-03-06,112393,5619650.0,84.55792315000039,13700.0,5.1814999999999864,60093,38892,159925.0,40024.0,25081219.731499802,8.259092194873308e-13,279,13,1745.0,21.0,72799.82220004022,8.326672684688674e-17,46478,33574,1701887.5265212802,183,6,339.0199999997858,3359217.2067824872,2260432.7931198813,2173745.2032780126,1744017.2701529767,3421716.8681048872,2197933.1317974813,1681517.6088305768,2236244.8646004125,2236244.8646004125,2260432.7931198822,58572,2.291688210122793e-10
2011-03-07,112604,5630200.0,90.50499803000045,10550.0,5.947074879999996,60405,38922,161670.0,40045.0,25154019.553699844,8.259924862141776e-13,312,30,1674.0,26.0,111690.03010003008,6.418476861114186e-17,46695,33580,1702239.8866212803,217,6,352.3601000001654,3362477.8781824787,2267722.1217198926,2184415.4617780223,1743544.6515529687,3421544.2895048782,2208655.7103974931,1684478.2402305687,2243481.8731004223,2243481.8731004214,2267722.1217198917,58694,2.2858125385372326e-10
2011-03-08,112791,5639550.0,94.4549980500006,9350.0,3.950000019999997,60641,38954,163344.0,40071.0,25265709.583799873,8.260566709827888e-13,236,32,2253.0,26.0,107055.3399000399,-1.0613038226026106e-14,46833,33585,1702570.1666212804,138,5,330.28000000002794,3366846.8981825011,2272703.101719873,2189339.3618780025,1747640.471452991,3425890.1194049008,2213659.8804974733,1688597.2502305908,2248382.5831004027,2248382.5831004023,2272703.1017198721,58781,2.282605050989621e-10
2011-03-09,112951,5647550.0,97.68279102000076,8000.0,3.2277929699999954,60829,38959,165597.0,40097.0,25372764.92369991,8.154436327567627e-13,188,5,1628.0,13.0,133218.17503695982,2.2985086056692694e-15,46937,33589,1702776.5266212802,104,4,206.35999999986961,3369781.9050380122,2277768.0948643619,2193920.3938224921,1750853.0795085016,3429302.8074604115,2218247.1924419627,1691332.1770861021,2253441.2962448914,2253441.2962448918,2277768.0948643619,58858,2.286443683178947e-10
2011-03-10,113061,5653050.0,99.90112846000086,5500.0,2.2183374400000004,60980,38971,167225.0,40110.0,25505983.09873687,8.17742141362432e-13,151,12,1560.0,24.0,252441.39616208157,2.498001805406602e-16,47037,33593,1703031.2766212802,100,4,254.75,3371336.583375453,2281713.416526923,2197645.3754850524,1752373.3478459427,3431023.1857978529,2222026.814104523,1692686.7454235433,2257331.9779074518,2257331.9779074518,2281713.416526922,58907,2.2429384316942813e-10
